"상품군별","판매매체별",2020. 01,2020. 02,2020. 03,2020. 04,2020. 05,2020. 06,2020. 07,2020. 08 p),2020. 09 p)
"합계","계",12304762,11963252,12624728,12065537,12742648,12687000,12978697,14341618,14720834
